train_no,train_type,train_name,priority,corridor_id,service_date,scheduled_dep
47429,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-08,20:25
56871,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-08,08:01
35499,PASS,Passenger,4,COR-BRC-ST,2026-09-08,08:30
62204,PASS,Passenger,4,COR-BRC-ST,2026-09-08,04:37
70940,PASS,Passenger,4,COR-BRC-ST,2026-09-08,00:15
96371,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-08,05:55
22202,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-08,13:49
29290,PASS,Passenger,4,COR-BRC-ST,2026-09-08,09:58
29396,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-08,03:33
74274,PASS,Passenger,4,COR-BRC-ST,2026-09-08,18:58
39381,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-08,08:18
33267,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-08,06:19
71978,EXP,Mail/Express,3,COR-BRC-ST,2026-09-08,10:31
22822,FRT,Freight,5,COR-BRC-ST,2026-09-08,15:44
60216,SF,Superfast Express,2,COR-BRC-ST,2026-09-08,11:12
11436,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-08,09:27
71888,SF,Superfast Express,2,COR-BRC-ST,2026-09-08,06:54
37281,EXP,Mail/Express,3,COR-BRC-ST,2026-09-08,10:09
63952,FRT,Freight,5,COR-BRC-ST,2026-09-08,07:15
31213,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-08,03:58
32537,FRT,Freight,5,COR-BRC-ST,2026-09-08,13:19
69204,FRT,Freight,5,COR-BRC-ST,2026-09-08,12:26
42324,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-08,21:28
52850,EXP,Mail/Express,3,COR-BRC-ST,2026-09-08,02:18
93017,PASS,Passenger,4,COR-BRC-ST,2026-09-08,12:10
19850,FRT,Freight,5,COR-BRC-ST,2026-09-08,20:48
55975,FRT,Freight,5,COR-BRC-ST,2026-09-08,18:45
35832,EXP,Mail/Express,3,COR-BRC-ST,2026-09-09,02:40
97826,PASS,Passenger,4,COR-BRC-ST,2026-09-09,08:10
34886,FRT,Freight,5,COR-BRC-ST,2026-09-09,12:49
17081,FRT,Freight,5,COR-BRC-ST,2026-09-09,03:46
20114,PASS,Passenger,4,COR-BRC-ST,2026-09-09,05:16
28722,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-09,18:29
27985,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-09,12:08
93845,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-09,23:47
29299,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-09,09:26
32036,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-09,12:34
95421,FRT,Freight,5,COR-BRC-ST,2026-09-09,05:06
36691,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-09,11:14
27986,SF,Superfast Express,2,COR-BRC-ST,2026-09-09,18:50
59665,PASS,Passenger,4,COR-BRC-ST,2026-09-09,20:22
51401,PASS,Passenger,4,COR-BRC-ST,2026-09-09,12:48
60054,SF,Superfast Express,2,COR-BRC-ST,2026-09-09,00:00
91499,PASS,Passenger,4,COR-BRC-ST,2026-09-09,20:20
76553,EXP,Mail/Express,3,COR-BRC-ST,2026-09-09,04:33
85948,PASS,Passenger,4,COR-BRC-ST,2026-09-09,19:43
66224,PASS,Passenger,4,COR-BRC-ST,2026-09-09,09:44
39126,PASS,Passenger,4,COR-BRC-ST,2026-09-09,08:00
90667,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-09,03:15
68676,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-09,09:58
98911,EXP,Mail/Express,3,COR-BRC-ST,2026-09-09,09:15
42525,PASS,Passenger,4,COR-BRC-ST,2026-09-09,07:18
54067,EXP,Mail/Express,3,COR-BRC-ST,2026-09-09,05:58
15207,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-09,17:37
36639,EXP,Mail/Express,3,COR-BRC-ST,2026-09-09,10:57
10420,EXP,Mail/Express,3,COR-BRC-ST,2026-09-09,12:24
29198,SF,Superfast Express,2,COR-BRC-ST,2026-09-09,09:12
56205,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-09,13:12
27875,PASS,Passenger,4,COR-BRC-ST,2026-09-09,17:11
31331,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-09,14:39
74913,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-09,08:29
73203,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-09,19:59
77394,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-09,16:05
89214,PASS,Passenger,4,COR-BRC-ST,2026-09-09,15:13
94886,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-09,00:17
58005,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-09,17:38
85324,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-10,10:29
84783,EXP,Mail/Express,3,COR-BRC-ST,2026-09-10,05:46
51983,SF,Superfast Express,2,COR-BRC-ST,2026-09-10,15:07
26959,FRT,Freight,5,COR-BRC-ST,2026-09-10,19:16
99343,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-10,03:18
99754,FRT,Freight,5,COR-BRC-ST,2026-09-10,22:45
98364,FRT,Freight,5,COR-BRC-ST,2026-09-10,20:54
30002,FRT,Freight,5,COR-BRC-ST,2026-09-10,16:56
46492,EXP,Mail/Express,3,COR-BRC-ST,2026-09-10,00:25
40875,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-10,23:30
33664,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-10,07:50
99509,PASS,Passenger,4,COR-BRC-ST,2026-09-10,10:50
23217,EXP,Mail/Express,3,COR-BRC-ST,2026-09-10,14:45
51835,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-10,13:54
50533,PASS,Passenger,4,COR-BRC-ST,2026-09-10,15:41
43339,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-10,21:48
84332,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-10,00:53
58073,EXP,Mail/Express,3,COR-BRC-ST,2026-09-10,05:24
51341,FRT,Freight,5,COR-BRC-ST,2026-09-10,14:44
77916,EXP,Mail/Express,3,COR-BRC-ST,2026-09-10,20:36
24538,EXP,Mail/Express,3,COR-BRC-ST,2026-09-10,17:13
93453,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-10,00:57
70784,FRT,Freight,5,COR-BRC-ST,2026-09-10,20:46
61302,FRT,Freight,5,COR-BRC-ST,2026-09-10,09:06
31703,SF,Superfast Express,2,COR-BRC-ST,2026-09-10,19:44
64112,SF,Superfast Express,2,COR-BRC-ST,2026-09-10,19:43
22685,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-10,19:19
22018,PASS,Passenger,4,COR-BRC-ST,2026-09-10,06:31
17750,SF,Superfast Express,2,COR-BRC-ST,2026-09-10,01:45
93220,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-10,17:57
69615,EXP,Mail/Express,3,COR-BRC-ST,2026-09-10,01:50
67290,FRT,Freight,5,COR-BRC-ST,2026-09-10,01:14
28913,EXP,Mail/Express,3,COR-BRC-ST,2026-09-10,12:49
59515,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-10,20:12
62184,EXP,Mail/Express,3,COR-BRC-ST,2026-09-10,03:58
70506,FRT,Freight,5,COR-BRC-ST,2026-09-10,22:07
46023,SF,Superfast Express,2,COR-BRC-ST,2026-09-10,06:31
36622,PASS,Passenger,4,COR-BRC-ST,2026-09-10,17:20
85033,FRT,Freight,5,COR-BRC-ST,2026-09-10,02:25
37470,FRT,Freight,5,COR-BRC-ST,2026-09-11,02:48
20224,FRT,Freight,5,COR-BRC-ST,2026-09-11,02:49
15465,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-11,12:44
65214,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-11,08:18
12944,FRT,Freight,5,COR-BRC-ST,2026-09-11,19:25
55420,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-11,17:56
25773,FRT,Freight,5,COR-BRC-ST,2026-09-11,02:15
36447,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-11,18:20
30497,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-11,09:16
83932,EXP,Mail/Express,3,COR-BRC-ST,2026-09-11,06:42
22882,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-11,08:18
97320,SF,Superfast Express,2,COR-BRC-ST,2026-09-11,09:21
78850,EXP,Mail/Express,3,COR-BRC-ST,2026-09-11,19:49
28595,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-11,07:58
74038,EXP,Mail/Express,3,COR-BRC-ST,2026-09-11,05:23
45449,EXP,Mail/Express,3,COR-BRC-ST,2026-09-11,13:50
28639,EXP,Mail/Express,3,COR-BRC-ST,2026-09-11,12:38
84628,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-11,05:14
52710,SF,Superfast Express,2,COR-BRC-ST,2026-09-11,03:58
70639,SF,Superfast Express,2,COR-BRC-ST,2026-09-11,13:23
81192,FRT,Freight,5,COR-BRC-ST,2026-09-11,18:31
28706,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-11,20:43
44536,PASS,Passenger,4,COR-BRC-ST,2026-09-11,15:53
87391,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-11,18:09
89996,SF,Superfast Express,2,COR-BRC-ST,2026-09-11,04:14
31094,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-11,19:29
37924,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-11,06:24
10123,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-11,23:25
81445,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-11,21:30
70796,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-11,18:54
27111,FRT,Freight,5,COR-BRC-ST,2026-09-11,19:41
34099,SF,Superfast Express,2,COR-BRC-ST,2026-09-11,14:55
25029,PASS,Passenger,4,COR-BRC-ST,2026-09-11,19:01
25793,PASS,Passenger,4,COR-BRC-ST,2026-09-11,18:11
58106,PASS,Passenger,4,COR-BRC-ST,2026-09-11,05:58
94131,EXP,Mail/Express,3,COR-BRC-ST,2026-09-11,13:16
10360,SF,Superfast Express,2,COR-BRC-ST,2026-09-11,16:12
45958,EXP,Mail/Express,3,COR-BRC-ST,2026-09-11,09:44
90882,EXP,Mail/Express,3,COR-BRC-ST,2026-09-11,14:12
28008,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-12,20:18
40579,EXP,Mail/Express,3,COR-BRC-ST,2026-09-12,17:03
75020,FRT,Freight,5,COR-BRC-ST,2026-09-12,04:00
10975,FRT,Freight,5,COR-BRC-ST,2026-09-12,11:05
14318,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-12,00:30
68649,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-12,04:25
53069,SF,Superfast Express,2,COR-BRC-ST,2026-09-12,13:07
88670,SF,Superfast Express,2,COR-BRC-ST,2026-09-12,11:52
86377,FRT,Freight,5,COR-BRC-ST,2026-09-12,08:40
50251,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-12,02:19
35165,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-12,22:43
74927,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-12,08:47
34866,EXP,Mail/Express,3,COR-BRC-ST,2026-09-12,06:14
30319,PASS,Passenger,4,COR-BRC-ST,2026-09-12,00:42
83586,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-12,17:56
34583,PASS,Passenger,4,COR-BRC-ST,2026-09-12,20:55
16185,PASS,Passenger,4,COR-BRC-ST,2026-09-12,08:02
66389,FRT,Freight,5,COR-BRC-ST,2026-09-12,05:32
61268,PASS,Passenger,4,COR-BRC-ST,2026-09-12,17:19
51644,PASS,Passenger,4,COR-BRC-ST,2026-09-12,00:52
85525,EXP,Mail/Express,3,COR-BRC-ST,2026-09-12,16:33
93744,SF,Superfast Express,2,COR-BRC-ST,2026-09-12,23:22
40477,FRT,Freight,5,COR-BRC-ST,2026-09-12,08:46
13571,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-12,01:02
72703,EXP,Mail/Express,3,COR-BRC-ST,2026-09-12,19:04
89854,PASS,Passenger,4,COR-BRC-ST,2026-09-12,18:50
74527,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-12,02:59
80565,EXP,Mail/Express,3,COR-BRC-ST,2026-09-12,05:54
12774,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-12,22:12
24048,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-12,09:48
90225,FRT,Freight,5,COR-BRC-ST,2026-09-12,10:04
91550,PASS,Passenger,4,COR-BRC-ST,2026-09-12,05:53
86680,FRT,Freight,5,COR-BRC-ST,2026-09-12,22:18
67602,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-12,04:41
37182,EXP,Mail/Express,3,COR-BRC-ST,2026-09-12,14:27
87373,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-12,00:04
10393,SF,Superfast Express,2,COR-BRC-ST,2026-09-12,09:55
69454,PASS,Passenger,4,COR-BRC-ST,2026-09-12,05:35
54957,FRT,Freight,5,COR-BRC-ST,2026-09-12,00:43
62906,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-06,14:13
96290,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-06,19:39
30905,SF,Superfast Express,2,COR-HWH-ASN,2026-09-06,23:01
67557,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-06,08:02
96113,SF,Superfast Express,2,COR-HWH-ASN,2026-09-06,01:18
57301,SF,Superfast Express,2,COR-HWH-ASN,2026-09-06,11:03
57259,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-06,13:04
14574,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-06,17:53
66776,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-06,03:47
98212,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-06,08:41
34737,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-06,18:01
62330,PASS,Passenger,4,COR-HWH-ASN,2026-09-06,14:22
31280,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-06,06:34
31037,PASS,Passenger,4,COR-HWH-ASN,2026-09-06,03:05
50576,SF,Superfast Express,2,COR-HWH-ASN,2026-09-06,07:25
95439,SF,Superfast Express,2,COR-HWH-ASN,2026-09-06,13:49
99928,PASS,Passenger,4,COR-HWH-ASN,2026-09-06,01:26
97829,FRT,Freight,5,COR-HWH-ASN,2026-09-06,21:20
22803,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-06,07:17
76761,SF,Superfast Express,2,COR-HWH-ASN,2026-09-06,15:46
26163,FRT,Freight,5,COR-HWH-ASN,2026-09-06,12:35
82883,FRT,Freight,5,COR-HWH-ASN,2026-09-06,13:16
96340,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-06,11:25
72126,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-06,10:22
92787,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-06,06:39
49720,PASS,Passenger,4,COR-HWH-ASN,2026-09-06,03:36
54484,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-06,16:00
48852,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-06,16:40
58865,PASS,Passenger,4,COR-HWH-ASN,2026-09-06,15:31
46817,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-06,20:09
62380,PASS,Passenger,4,COR-HWH-ASN,2026-09-06,23:29
46258,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-06,20:48
58957,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-06,18:54
28281,FRT,Freight,5,COR-HWH-ASN,2026-09-06,14:34
55680,PASS,Passenger,4,COR-HWH-ASN,2026-09-06,02:11
61095,FRT,Freight,5,COR-HWH-ASN,2026-09-06,10:00
97832,PASS,Passenger,4,COR-HWH-ASN,2026-09-06,18:18
99606,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-06,23:55
23936,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-06,00:35
77282,PASS,Passenger,4,COR-HWH-ASN,2026-09-06,03:42
98304,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-06,08:49
14486,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-06,02:13
89864,PASS,Passenger,4,COR-HWH-ASN,2026-09-06,01:41
61697,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-06,11:20
65998,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-06,08:30
36576,SF,Superfast Express,2,COR-HWH-ASN,2026-09-06,16:33
91238,FRT,Freight,5,COR-HWH-ASN,2026-09-07,15:48
93973,PASS,Passenger,4,COR-HWH-ASN,2026-09-07,14:00
75729,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-07,15:57
94879,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-07,12:21
67326,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-07,07:52
29307,PASS,Passenger,4,COR-HWH-ASN,2026-09-07,22:52
29623,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-07,20:06
82131,SF,Superfast Express,2,COR-HWH-ASN,2026-09-07,00:37
44551,PASS,Passenger,4,COR-HWH-ASN,2026-09-07,19:25
97750,FRT,Freight,5,COR-HWH-ASN,2026-09-07,01:42
32593,PASS,Passenger,4,COR-HWH-ASN,2026-09-07,00:41
69893,FRT,Freight,5,COR-HWH-ASN,2026-09-07,15:42
90223,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-07,11:03
99125,PASS,Passenger,4,COR-HWH-ASN,2026-09-07,05:25
26491,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-07,18:40
49062,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-07,10:30
99144,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-07,18:17
89766,SF,Superfast Express,2,COR-HWH-ASN,2026-09-07,14:37
20040,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-07,13:23
39949,SF,Superfast Express,2,COR-HWH-ASN,2026-09-07,12:46
13527,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-07,23:28
86557,FRT,Freight,5,COR-HWH-ASN,2026-09-07,04:18
87294,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-07,00:33
35412,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-07,05:25
24312,FRT,Freight,5,COR-HWH-ASN,2026-09-07,21:01
56545,FRT,Freight,5,COR-HWH-ASN,2026-09-07,12:18
39999,SF,Superfast Express,2,COR-HWH-ASN,2026-09-07,12:23
79519,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-07,14:06
77986,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-07,10:49
18002,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-07,16:36
90800,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-07,03:52
42632,SF,Superfast Express,2,COR-HWH-ASN,2026-09-07,21:47
88538,SF,Superfast Express,2,COR-HWH-ASN,2026-09-07,16:15
53388,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-07,06:18
79269,SF,Superfast Express,2,COR-HWH-ASN,2026-09-07,14:03
77759,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-07,05:59
12080,SF,Superfast Express,2,COR-HWH-ASN,2026-09-07,08:04
65452,SF,Superfast Express,2,COR-HWH-ASN,2026-09-07,11:35
73271,FRT,Freight,5,COR-HWH-ASN,2026-09-07,09:24
87585,SF,Superfast Express,2,COR-HWH-ASN,2026-09-07,03:21
25628,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-07,19:58
18265,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-07,15:22
22460,SF,Superfast Express,2,COR-HWH-ASN,2026-09-07,01:35
12202,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-07,23:49
99410,PASS,Passenger,4,COR-HWH-ASN,2026-09-07,20:06
21850,PASS,Passenger,4,COR-HWH-ASN,2026-09-07,04:48
30809,FRT,Freight,5,COR-HWH-ASN,2026-09-08,02:53
12806,FRT,Freight,5,COR-HWH-ASN,2026-09-08,20:54
10185,PASS,Passenger,4,COR-HWH-ASN,2026-09-08,16:59
87081,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-08,02:22
35215,FRT,Freight,5,COR-HWH-ASN,2026-09-08,15:06
26006,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-08,00:26
86820,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-08,03:21
37655,FRT,Freight,5,COR-HWH-ASN,2026-09-08,11:09
91234,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-08,07:51
19102,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-08,04:18
31553,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-08,17:09
89570,SF,Superfast Express,2,COR-HWH-ASN,2026-09-08,01:51
76865,PASS,Passenger,4,COR-HWH-ASN,2026-09-08,08:16
35382,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-08,07:40
67402,PASS,Passenger,4,COR-HWH-ASN,2026-09-08,03:45
86203,PASS,Passenger,4,COR-HWH-ASN,2026-09-08,18:19
33459,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-08,12:07
82495,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-08,08:17
56384,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-08,15:09
88053,FRT,Freight,5,COR-HWH-ASN,2026-09-08,01:06
88156,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-08,16:22
40568,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-08,04:36
42527,FRT,Freight,5,COR-HWH-ASN,2026-09-08,12:00
60426,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-08,02:23
30407,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-08,11:30
22344,PASS,Passenger,4,COR-HWH-ASN,2026-09-08,18:23
12355,PASS,Passenger,4,COR-HWH-ASN,2026-09-08,23:09
64733,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-08,02:53
94971,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-08,12:29
66915,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-08,11:17
48526,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-08,09:19
48842,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-08,23:17
61529,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-08,05:48
62383,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-08,03:13
49056,FRT,Freight,5,COR-HWH-ASN,2026-09-08,04:25
76421,FRT,Freight,5,COR-HWH-ASN,2026-09-08,03:05
49685,FRT,Freight,5,COR-HWH-ASN,2026-09-08,14:24
18977,PASS,Passenger,4,COR-HWH-ASN,2026-09-08,16:46
58967,PASS,Passenger,4,COR-HWH-ASN,2026-09-08,07:36
25070,FRT,Freight,5,COR-HWH-ASN,2026-09-08,05:44
31500,FRT,Freight,5,COR-HWH-ASN,2026-09-08,09:13
20011,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-08,13:07
18896,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-08,15:35
90118,PASS,Passenger,4,COR-HWH-ASN,2026-09-08,18:47
49958,FRT,Freight,5,COR-HWH-ASN,2026-09-08,13:31
10814,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-08,15:52
30150,SF,Superfast Express,2,COR-HWH-ASN,2026-09-09,02:23
13825,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-09,14:22
24800,FRT,Freight,5,COR-HWH-ASN,2026-09-09,20:16
85017,PASS,Passenger,4,COR-HWH-ASN,2026-09-09,06:14
67899,FRT,Freight,5,COR-HWH-ASN,2026-09-09,23:21
32601,SF,Superfast Express,2,COR-HWH-ASN,2026-09-09,14:22
39552,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-09,07:17
97858,PASS,Passenger,4,COR-HWH-ASN,2026-09-09,03:45
84693,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-09,05:07
43292,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-09,05:47
76097,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-09,08:43
71046,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-09,21:12
76741,FRT,Freight,5,COR-HWH-ASN,2026-09-09,09:28
45006,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-09,01:45
22987,SF,Superfast Express,2,COR-HWH-ASN,2026-09-09,19:20
54785,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-09,19:03
92674,SF,Superfast Express,2,COR-HWH-ASN,2026-09-09,13:50
98520,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-09,19:14
57582,PASS,Passenger,4,COR-HWH-ASN,2026-09-09,15:04
78157,PASS,Passenger,4,COR-HWH-ASN,2026-09-09,00:51
79484,FRT,Freight,5,COR-HWH-ASN,2026-09-09,19:02
64510,FRT,Freight,5,COR-HWH-ASN,2026-09-09,21:27
66188,FRT,Freight,5,COR-HWH-ASN,2026-09-09,22:54
31164,SF,Superfast Express,2,COR-HWH-ASN,2026-09-09,04:14
11772,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-09,22:12
68293,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-09,00:56
17213,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-09,23:46
25964,PASS,Passenger,4,COR-HWH-ASN,2026-09-09,10:05
68769,PASS,Passenger,4,COR-HWH-ASN,2026-09-09,03:51
93504,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-09,15:07
24909,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-09,17:26
33368,FRT,Freight,5,COR-HWH-ASN,2026-09-09,21:30
81255,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-09,01:57
25624,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-09,17:58
20352,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-09,04:27
90539,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-09,02:45
88254,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-09,17:11
60044,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-09,21:55
95000,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-09,17:53
41419,FRT,Freight,5,COR-HWH-ASN,2026-09-09,12:24
41028,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-09,05:22
67965,PASS,Passenger,4,COR-HWH-ASN,2026-09-09,14:09
79776,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-09,16:34
92331,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-09,12:19
90446,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-09,01:53
13346,MEMU,MEMU/EMU,4,COR-HWH-ASN,2026-09-09,06:38
50517,FRT,Freight,5,COR-HWH-ASN,2026-09-10,02:03
91606,SF,Superfast Express,2,COR-HWH-ASN,2026-09-10,00:46
99288,EXP,Mail/Express,3,COR-HWH-ASN,2026-09-10,15:43
68916,RAJ,Rajdhani Express,1,COR-HWH-ASN,2026-09-10,21:39
58575,FRT,Freight,5,COR-HWH-ASN,2026-09-10,19:13
